Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Salary
Masters,2015,New Delhi,3,28,Male,No,2,0,106815
Bachelors,2013,Bangalore,3,27,Male,No,5,0,89509
Bachelors,2018,Bangalore,3,28,Male,No,2,1,109229
Bachelors,2012,Pune,3,28,Male,No,2,0,116783
Bachelors,2014,Pune,3,27,Female,No,5,1,30749
Masters,2018,New Delhi,3,24,Male,No,2,1,86691
Bachelors,2018,Bangalore,3,25,Male,Yes,3,1,110798
Bachelors,2017,New Delhi,2,25,Male,No,3,0,117829
Bachelors,2014,Pune,3,24,Female,No,2,1,114780
Bachelors,2012,New Delhi,3,26,Female,No,4,0,47308
Bachelors,2014,Pune,3,26,Male,No,4,0,73346
Bachelors,2014,Bangalore,3,28,Male,No,4,0,119357
Bachelors,2018,Bangalore,3,26,Male,Yes,4,1,90834
Bachelors,2013,Pune,2,26,Male,No,4,0,71457
Bachelors,2013,Pune,2,25,Female,No,3,1,39454
Bachelors,2018,Pune,3,25,Male,Yes,3,1,77337
Bachelors,2013,Bangalore,3,25,Female,No,3,0,45479
Bachelors,2014,Bangalore,3,28,Male,No,4,0,49765
Masters,2017,New Delhi,3,24,Female,No,2,0,63552
Masters,2017,Pune,2,27,Female,No,5,0,40353
Bachelors,2012,Bangalore,3,24,Male,No,2,0,38930
Bachelors,2017,Pune,3,27,Female,No,5,1,96797
Masters,2017,New Delhi,2,28,Male,No,4,0,108911
Bachelors,2017,New Delhi,2,25,Male,No,3,0,65351
Bachelors,2017,Pune,3,25,Male,Yes,3,1,65370
Masters,2017,Pune,2,24,Female,No,2,1,64122
Bachelors,2013,Pune,3,27,Male,Yes,5,1,115883
Bachelors,2016,Bangalore,3,26,Female,No,4,1,75326
Bachelors,2015,Pune,2,27,Female,No,5,1,104589
Bachelors,2014,Bangalore,3,27,Male,No,5,1,66910
Bachelors,2012,Bangalore,3,26,Male,No,4,0,107318
Bachelors,2016,Pune,2,27,Female,No,5,1,67102
Masters,2017,Bangalore,2,28,Male,No,2,0,47741
Masters,2017,New Delhi,3,24,Female,No,2,1,102343
Bachelors,2017,Pune,3,24,Male,No,2,0,73792
Bachelors,2018,Bangalore,3,24,Male,No,2,1,65606
Masters,2017,New Delhi,2,28,Male,No,3,0,87861
Bachelors,2015,Bangalore,3,26,Female,Yes,4,0,61941
Bachelors,2018,Pune,3,26,Female,No,4,1,51143
Bachelors,2013,Bangalore,3,25,Male,Yes,3,0,106465
Bachelors,2016,Bangalore,3,26,Male,No,4,0,119406
Masters,2018,Pune,3,28,Male,No,2,1,90192
Bachelors,2016,Bangalore,3,26,Male,No,4,0,96795
Bachelors,2017,Bangalore,3,27,Male,No,5,0,108430
Bachelors,2012,Bangalore,3,27,Female,No,5,0,58776
PHD,2016,New Delhi,3,27,Male,No,5,0,79404
Bachelors,2017,New Delhi,2,25,Male,No,3,0,106182
Bachelors,2015,New Delhi,3,28,Female,No,2,0,41816
Bachelors,2013,Pune,2,26,Female,No,4,1,73368
Bachelors,2017,Bangalore,3,27,Female,No,5,0,81647
Bachelors,2015,Pune,2,24,Female,No,2,1,63695
Bachelors,2017,Bangalore,3,27,Female,No,5,0,100265
Bachelors,2016,Bangalore,3,25,Male,No,3,1,76314
Bachelors,2018,Bangalore,3,26,Male,No,4,1,55334
Bachelors,2015,Bangalore,3,27,Male,No,5,0,34184
Bachelors,2014,Pune,3,24,Male,No,2,0,78079
Bachelors,2012,Bangalore,3,27,Male,No,5,0,31512
Bachelors,2013,Pune,3,27,Male,No,5,0,79432
Bachelors,2015,Bangalore,1,25,Male,No,3,0,34159
Masters,2017,New Delhi,2,25,Female,No,3,0,62410
PHD,2015,Pune,3,28,Male,No,0,0,97285
Bachelors,2015,Bangalore,3,28,Male,No,3,0,109444
Bachelors,2016,Bangalore,3,28,Male,No,5,0,60838
PHD,2013,New Delhi,3,24,Male,No,2,0,62641
Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,113980
Bachelors,2015,Pune,2,26,Female,Yes,4,1,103028
Bachelors,2017,Bangalore,3,27,Male,Yes,5,0,47373
Bachelors,2014,New Delhi,3,26,Male,No,4,0,90037
Masters,2013,Bangalore,3,27,Male,No,5,1,114260
Bachelors,2016,Pune,3,24,Male,Yes,2,0,83412
Bachelors,2016,Bangalore,3,26,Male,No,4,0,102943
Bachelors,2013,Pune,2,28,Female,No,2,1,114022
Masters,2017,Bangalore,2,24,Male,No,2,1,83450
Masters,2017,New Delhi,2,24,Male,No,2,1,100863
Masters,2015,Pune,2,24,Female,No,2,1,36489
Bachelors,2014,Pune,3,26,Male,No,4,0,68790
Bachelors,2016,Pune,2,27,Female,No,5,1,108774
Bachelors,2017,Bangalore,3,25,Male,No,3,0,46895
Masters,2017,New Delhi,2,26,Female,No,4,0,48188
Bachelors,2016,Bangalore,1,25,Female,No,3,0,60982
PHD,2014,Bangalore,1,25,Female,No,3,0,104874
Bachelors,2013,Bangalore,3,25,Female,No,3,0,64292
Bachelors,2014,New Delhi,3,24,Male,No,2,0,41312
Bachelors,2015,Pune,2,28,Female,Yes,2,1,111028
Bachelors,2014,New Delhi,3,28,Male,No,5,0,96375
Bachelors,2015,Bangalore,3,26,Male,No,4,0,61951
Bachelors,2014,Bangalore,3,25,Male,No,3,0,102916
Bachelors,2018,Pune,3,26,Male,No,4,1,78419
Masters,2015,Pune,2,28,Female,No,2,0,84737
Masters,2013,New Delhi,3,28,Male,No,2,1,79315
Bachelors,2014,Bangalore,3,25,Male,No,3,0,34676
Masters,2015,New Delhi,2,26,Female,No,4,0,68996
Bachelors,2016,New Delhi,3,27,Male,No,5,0,31191
Bachelors,2014,Bangalore,3,24,Female,No,2,0,72585
Masters,2017,Pune,3,24,Female,No,2,0,50909
Bachelors,2014,Pune,3,25,Female,No,3,1,44173
Bachelors,2015,Pune,3,27,Female,No,5,1,81675
Bachelors,2017,New Delhi,2,28,Male,No,0,0,101356
Bachelors,2017,New Delhi,3,25,Female,No,3,0,88515
Bachelors,2012,Pune,3,24,Male,No,2,1,47126
Masters,2016,New Delhi,3,25,Male,No,3,1,36405
Bachelors,2015,Pune,2,26,Female,No,4,1,104802
Masters,2014,New Delhi,3,27,Male,No,5,0,73347
Bachelors,2015,Bangalore,3,24,Female,No,2,1,87409
Bachelors,2014,New Delhi,3,25,Male,No,3,0,57966
Bachelors,2017,Bangalore,3,24,Male,No,2,0,82671
Bachelors,2017,New Delhi,3,24,Female,No,2,1,41801
Bachelors,2012,Bangalore,3,28,Male,No,1,0,83019
Bachelors,2014,Bangalore,1,26,Male,No,4,0,48308
Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,71167
Bachelors,2015,Pune,1,25,Female,No,3,1,93826
Bachelors,2015,Pune,2,24,Female,Yes,2,1,96975
Bachelors,2017,Pune,2,26,Male,No,4,0,117052
Bachelors,2015,Bangalore,3,28,Male,No,0,0,92703
Bachelors,2016,Bangalore,3,28,Male,No,2,0,80630
Bachelors,2013,Pune,3,28,Female,Yes,3,1,88038
Bachelors,2017,Bangalore,3,27,Male,No,5,0,65707
Masters,2015,New Delhi,3,25,Male,No,3,0,109084
Bachelors,2012,New Delhi,3,28,Female,No,4,0,47134
Bachelors,2012,Bangalore,3,26,Male,No,4,0,117254
Bachelors,2012,Bangalore,3,25,Male,No,3,0,44880
Masters,2017,New Delhi,3,25,Male,No,3,1,40044
Bachelors,2017,Bangalore,3,25,Male,No,3,0,35638
Bachelors,2012,Bangalore,3,26,Female,No,4,0,67535
Bachelors,2017,Bangalore,3,26,Female,No,4,0,41824
Masters,2017,New Delhi,2,25,Male,Yes,3,1,113903
Bachelors,2015,Bangalore,3,25,Male,No,3,0,93854
Bachelors,2013,Bangalore,3,26,Female,No,4,0,59122
Bachelors,2017,Pune,3,25,Female,No,3,1,113732
Bachelors,2014,New Delhi,3,28,Female,Yes,2,0,50205
Bachelors,2016,Bangalore,3,27,Female,No,5,0,66091
Bachelors,2018,Bangalore,3,25,Male,No,3,1,99297
Bachelors,2012,Bangalore,3,27,Female,Yes,5,0,57701
Bachelors,2017,New Delhi,3,27,Female,No,5,0,88284
Bachelors,2016,Bangalore,2,25,Male,No,3,1,33518
Bachelors,2016,Bangalore,3,28,Female,No,4,0,90829
Bachelors,2017,New Delhi,2,27,Male,No,5,0,112283
Bachelors,2016,Bangalore,3,24,Female,No,2,0,67795
Bachelors,2013,Bangalore,3,25,Male,No,3,0,75467
Bachelors,2017,New Delhi,2,25,Female,No,3,0,77452
Bachelors,2015,Pune,3,24,Male,No,2,0,52549
Bachelors,2012,New Delhi,3,25,Female,No,3,0,69707
PHD,2017,New Delhi,3,27,Female,No,5,0,84832
Bachelors,2014,Bangalore,3,25,Female,No,3,1,34546
Masters,2017,Bangalore,3,28,Male,No,2,0,99078
Bachelors,2016,Pune,3,25,Male,No,3,0,49276
Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,97857
Bachelors,2012,New Delhi,3,27,Male,No,5,0,117732
Bachelors,2012,Pune,3,25,Female,No,3,1,98683
Masters,2015,New Delhi,3,27,Female,No,5,0,83181
Bachelors,2014,Bangalore,3,24,Male,No,2,0,106017
Bachelors,2015,Pune,2,27,Female,No,5,1,67094
Bachelors,2014,Bangalore,3,25,Male,No,3,1,119057
Bachelors,2015,Bangalore,3,25,Male,No,3,0,78674
Bachelors,2018,New Delhi,3,26,Female,No,4,1,62780
Bachelors,2017,Pune,2,26,Female,No,4,1,87192
Bachelors,2014,Pune,2,24,Female,No,2,1,93663
Bachelors,2013,Bangalore,3,27,Male,No,5,0,114871
Bachelors,2017,New Delhi,2,27,Male,No,5,0,49996
PHD,2012,New Delhi,3,28,Female,No,1,0,35395
Masters,2012,New Delhi,3,26,Female,No,4,1,49494
Bachelors,2014,Bangalore,3,27,Male,No,5,0,71416
Bachelors,2013,Bangalore,3,28,Female,No,0,1,100893
Bachelors,2014,Pune,3,26,Male,No,4,0,111624
Bachelors,2016,Pune,2,24,Female,No,2,1,114181
Bachelors,2015,Bangalore,1,24,Female,No,2,1,116868
Bachelors,2012,Bangalore,3,26,Female,No,4,0,100128
Masters,2014,Pune,3,27,Male,No,5,0,75468
Masters,2017,New Delhi,2,27,Male,No,5,1,114049
Masters,2017,New Delhi,1,25,Female,No,3,0,84346
Masters,2012,Pune,3,28,Male,No,0,1,43773
Masters,2012,New Delhi,3,28,Male,No,2,1,49386
Masters,2013,New Delhi,2,24,Male,No,2,1,111544
Bachelors,2015,Pune,3,25,Female,No,3,1,55070
Masters,2017,New Delhi,3,28,Male,No,5,0,30480
Bachelors,2013,Bangalore,3,24,Male,No,2,0,110991
Masters,2015,Bangalore,3,28,Male,No,1,1,107325
Bachelors,2018,Bangalore,3,27,Female,Yes,5,1,44705
Bachelors,2015,Bangalore,3,24,Male,No,2,1,92171
Bachelors,2014,Pune,3,26,Male,No,4,0,86036
Bachelors,2013,New Delhi,3,25,Female,No,3,0,83199
Bachelors,2013,Bangalore,3,26,Male,No,4,0,102035
Bachelors,2018,New Delhi,3,28,Female,No,0,1,47217
Bachelors,2013,Bangalore,3,25,Female,No,3,0,34126
PHD,2012,Pune,3,27,Male,No,5,0,88684
Bachelors,2013,Bangalore,3,24,Male,No,2,0,38364
Bachelors,2013,Bangalore,3,28,Female,No,3,0,88573
Bachelors,2015,Pune,3,24,Male,No,2,0,119620
Bachelors,2013,Pune,3,27,Male,No,5,0,50392
Bachelors,2012,New Delhi,3,27,Male,No,5,0,64276
Bachelors,2018,Bangalore,3,26,Female,Yes,4,1,50392
Bachelors,2013,Bangalore,3,26,Male,No,4,0,39798
Bachelors,2015,Pune,2,24,Female,No,2,1,36060
Bachelors,2016,Bangalore,3,24,Male,No,2,0,58976
PHD,2018,Bangalore,3,27,Female,No,5,1,77251
Bachelors,2015,Bangalore,3,26,Male,No,4,0,83894
Bachelors,2015,New Delhi,1,26,Female,No,4,1,71643
Bachelors,2015,Pune,2,24,Female,No,2,1,39184
Bachelors,2013,Pune,3,27,Male,No,5,0,55211
PHD,2016,New Delhi,3,24,Female,No,2,0,112706
Bachelors,2013,Bangalore,3,26,Male,No,4,0,92413
Bachelors,2015,Bangalore,3,28,Male,No,5,0,54389
Bachelors,2015,Bangalore,3,26,Female,No,4,0,106657
Bachelors,2016,Bangalore,3,27,Female,No,5,0,68126
Bachelors,2017,Pune,3,25,Female,No,3,1,108116
Masters,2017,New Delhi,2,26,Male,No,4,1,33467
Bachelors,2012,Bangalore,3,27,Male,No,5,0,69079
Bachelors,2014,Bangalore,3,26,Female,No,4,1,99197
Bachelors,2015,Pune,2,25,Female,No,3,1,58494
Bachelors,2013,Bangalore,3,26,Male,No,4,0,44151
Bachelors,2017,Pune,2,28,Male,No,1,1,85576
Bachelors,2014,Bangalore,3,25,Male,No,3,0,53778
Bachelors,2013,Bangalore,3,27,Male,No,5,0,85389
PHD,2013,Bangalore,3,26,Male,No,4,0,94110
Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,81453
Bachelors,2017,Bangalore,1,28,Female,No,3,0,74156
Bachelors,2014,Bangalore,3,26,Male,No,4,0,61241
Bachelors,2015,New Delhi,3,27,Male,No,5,0,86703
Masters,2013,Pune,2,28,Male,No,2,1,49580
Bachelors,2013,New Delhi,3,25,Female,Yes,3,1,82292
Masters,2017,New Delhi,2,26,Male,No,4,0,42248
Masters,2016,New Delhi,3,25,Male,No,3,0,114030
Bachelors,2017,Bangalore,3,28,Female,Yes,5,0,109757
Masters,2017,New Delhi,2,28,Female,No,2,0,48252
Bachelors,2012,Bangalore,1,27,Male,No,5,1,94667
Bachelors,2018,Bangalore,3,27,Male,No,5,1,31075
Bachelors,2016,Bangalore,3,24,Female,No,2,0,45213
Bachelors,2017,Pune,3,26,Male,No,4,0,40762
Bachelors,2017,New Delhi,3,25,Female,No,3,0,61358
Bachelors,2015,Pune,3,28,Female,Yes,5,1,56244
Bachelors,2015,Bangalore,3,26,Male,No,4,1,119247
Masters,2015,Pune,2,26,Female,Yes,4,1,57725
Masters,2015,Pune,3,25,Male,No,3,1,84560
Bachelors,2016,Pune,3,27,Female,No,5,1,64970
Bachelors,2013,Bangalore,3,25,Male,No,3,0,38995
Bachelors,2018,Pune,3,26,Male,Yes,4,1,105735
Bachelors,2014,Bangalore,3,27,Female,No,5,0,114439
Bachelors,2017,Bangalore,1,25,Male,No,3,0,80304
Bachelors,2015,New Delhi,3,26,Male,No,4,0,59164
Bachelors,2015,Pune,3,24,Female,No,2,1,114928
Bachelors,2015,Bangalore,3,28,Male,No,2,0,97743
Bachelors,2014,Pune,2,26,Female,No,4,1,83481
Bachelors,2017,Bangalore,3,27,Male,No,5,1,53825
Bachelors,2014,Bangalore,3,26,Male,No,4,0,67320
Bachelors,2018,New Delhi,3,28,Female,No,5,1,45957
Bachelors,2015,Bangalore,3,28,Male,No,0,1,64479
Bachelors,2016,New Delhi,3,28,Female,No,3,0,108249
Bachelors,2017,Bangalore,3,25,Male,No,3,0,83280
Bachelors,2015,Pune,3,24,Female,No,2,1,80733
Masters,2018,New Delhi,3,28,Male,No,2,1,79817
Bachelors,2015,Bangalore,3,27,Female,No,5,0,102318
Bachelors,2017,Bangalore,3,24,Male,No,2,1,91601
Bachelors,2017,New Delhi,2,28,Female,No,0,0,57033
Bachelors,2015,Bangalore,3,25,Male,No,3,0,47819
Bachelors,2012,Bangalore,3,28,Male,No,2,0,54929
Bachelors,2013,Bangalore,3,26,Male,No,4,0,108736
Bachelors,2016,Bangalore,1,24,Male,No,2,0,68579
Bachelors,2016,Pune,3,27,Male,No,5,0,50283
Bachelors,2013,Pune,3,24,Male,No,2,0,44105
Masters,2017,Pune,2,26,Female,No,4,1,51316
Bachelors,2017,New Delhi,3,26,Male,No,4,0,52586
Bachelors,2018,Pune,3,25,Female,No,3,1,46617
Bachelors,2018,Bangalore,3,24,Male,No,2,1,74552
Bachelors,2015,Pune,3,24,Male,Yes,2,0,40564
Bachelors,2013,Bangalore,3,24,Female,No,2,1,119395
Bachelors,2013,Pune,2,28,Male,Yes,0,1,46474
Bachelors,2018,Bangalore,3,24,Male,No,2,1,59823
Bachelors,2014,Bangalore,3,24,Male,No,2,0,55505
Bachelors,2016,Bangalore,3,28,Female,No,5,0,33193
Bachelors,2014,Bangalore,3,25,Male,No,3,0,66590
Bachelors,2014,Bangalore,3,26,Female,No,4,0,41585
Masters,2017,Bangalore,2,28,Male,No,2,0,103521
Bachelors,2012,Bangalore,3,27,Male,No,5,0,70239
Bachelors,2016,Bangalore,3,27,Female,No,5,0,72796
Masters,2018,Bangalore,3,28,Male,No,2,1,59099
Bachelors,2017,Bangalore,3,24,Male,No,2,0,69787
Bachelors,2012,Pune,3,24,Male,No,2,0,93354
Bachelors,2016,New Delhi,3,28,Male,No,0,0,36161
Bachelors,2012,Bangalore,3,27,Male,No,5,0,53231
Bachelors,2014,Bangalore,3,27,Male,No,5,0,98624
Bachelors,2017,Bangalore,3,24,Male,No,2,1,71658
Bachelors,2012,Bangalore,1,27,Male,No,5,0,49702
Bachelors,2017,Bangalore,3,28,Female,No,5,0,69762
Bachelors,2014,Pune,3,25,Male,No,3,0,109282
Bachelors,2015,Pune,3,25,Male,No,3,0,112268
Bachelors,2017,Pune,2,28,Male,No,0,1,92291
Bachelors,2015,Pune,2,26,Female,No,4,1,119588
Bachelors,2015,Pune,2,27,Female,No,5,1,41585
Bachelors,2015,Pune,3,26,Female,No,4,1,80329
Bachelors,2015,Bangalore,2,28,Female,No,3,1,92609
Bachelors,2012,Pune,3,25,Male,No,3,0,62907
Bachelors,2013,Bangalore,3,25,Male,Yes,3,1,45953
Bachelors,2016,New Delhi,3,26,Male,No,4,0,42424
PHD,2018,New Delhi,3,24,Female,No,2,1,68429
Bachelors,2014,Bangalore,3,27,Female,No,5,0,114460
Masters,2017,New Delhi,2,26,Male,Yes,4,1,91753
Bachelors,2015,Pune,2,27,Female,No,5,1,64491
Bachelors,2014,Bangalore,3,24,Male,No,2,0,91943
Masters,2017,Pune,2,25,Female,No,3,0,84835
Bachelors,2017,New Delhi,3,28,Female,No,2,0,105508
Bachelors,2014,Bangalore,3,27,Male,Yes,5,0,47119
Bachelors,2012,Bangalore,3,24,Male,No,2,0,91057
Bachelors,2018,Pune,3,24,Male,No,2,1,105110
Bachelors,2015,Bangalore,3,27,Female,Yes,5,1,34619
Bachelors,2015,New Delhi,3,28,Female,No,3,0,70693
Bachelors,2015,Pune,3,27,Female,No,5,1,111339
Bachelors,2015,Bangalore,3,28,Male,No,5,0,96857
Bachelors,2015,New Delhi,2,27,Female,Yes,5,1,84314
Bachelors,2016,Bangalore,3,27,Male,No,5,0,74355
Masters,2017,New Delhi,3,27,Female,No,5,1,33999
Bachelors,2017,Pune,2,26,Female,No,4,1,108982
Bachelors,2015,Pune,3,27,Female,No,5,1,100515
Bachelors,2018,Pune,3,27,Female,No,5,1,66681
Bachelors,2012,Bangalore,3,25,Male,No,3,0,119041
Bachelors,2017,Bangalore,3,25,Male,No,3,0,82039
PHD,2013,New Delhi,3,27,Female,No,5,1,30419
Bachelors,2016,Bangalore,3,28,Male,No,2,0,49515
Bachelors,2012,Bangalore,3,25,Female,Yes,3,0,66219
Bachelors,2015,Bangalore,3,27,Male,No,5,0,45421
Bachelors,2016,Pune,2,24,Female,No,2,1,102700
Bachelors,2016,Bangalore,3,26,Male,No,4,1,117839
Bachelors,2014,Pune,3,27,Male,Yes,5,0,78878
Bachelors,2013,Bangalore,3,24,Male,Yes,2,0,91943
Bachelors,2017,Bangalore,3,25,Male,No,3,1,62226
Bachelors,2017,Pune,2,24,Female,No,2,1,84333
Bachelors,2013,Bangalore,3,27,Male,No,5,0,31632
Masters,2013,Bangalore,3,26,Female,No,4,1,85922
Bachelors,2012,Pune,3,25,Female,No,3,1,86086
Bachelors,2015,New Delhi,3,28,Female,No,2,0,44742
Masters,2017,New Delhi,2,24,Female,No,2,0,67890
Masters,2013,New Delhi,3,26,Male,No,4,1,37271
Bachelors,2014,Bangalore,3,26,Male,No,4,0,42496
PHD,2016,New Delhi,3,24,Female,No,2,0,66778
Bachelors,2017,New Delhi,3,26,Male,No,4,0,62814
Bachelors,2016,Bangalore,3,26,Male,No,4,0,101201
Bachelors,2014,Bangalore,3,27,Male,No,5,0,43466
Bachelors,2017,New Delhi,3,28,Female,No,0,0,49945
PHD,2016,New Delhi,3,27,Female,No,5,0,35790
Masters,2014,Bangalore,3,28,Female,No,4,1,45873
Bachelors,2014,Bangalore,3,28,Female,No,2,0,92287
Bachelors,2017,Bangalore,3,24,Female,No,2,0,106641
Masters,2015,New Delhi,3,28,Male,No,0,0,85496
Bachelors,2015,Pune,2,25,Female,No,3,1,117621
Masters,2017,Pune,2,27,Male,No,5,1,62511
Bachelors,2014,Pune,2,25,Female,No,3,1,59868
Bachelors,2015,Pune,2,28,Female,Yes,2,1,55513
Bachelors,2013,Pune,3,25,Male,No,3,0,117290
Bachelors,2013,Pune,1,26,Female,No,4,1,113209
Bachelors,2012,Pune,2,27,Female,No,5,1,32148
Masters,2017,New Delhi,3,28,Male,No,0,0,102204
Bachelors,2012,Bangalore,3,28,Female,No,1,0,57374
Bachelors,2015,Pune,2,25,Female,Yes,3,1,84127
Bachelors,2015,Bangalore,3,26,Male,No,4,0,112856
Bachelors,2015,Bangalore,3,24,Female,No,2,0,71080
Bachelors,2018,New Delhi,3,24,Female,No,2,1,68150
Bachelors,2017,New Delhi,3,27,Female,Yes,5,0,55839
PHD,2012,Pune,3,27,Male,No,5,0,69874
Bachelors,2012,Bangalore,3,26,Male,No,4,0,53596
Bachelors,2013,Bangalore,3,25,Male,No,3,1,97704
Bachelors,2015,New Delhi,3,24,Female,No,2,0,52345
Bachelors,2013,Pune,3,24,Female,No,2,0,104654
Bachelors,2016,Pune,3,24,Male,No,2,0,80889
Bachelors,2018,Pune,3,24,Male,Yes,2,1,46903
Bachelors,2015,Bangalore,3,27,Female,Yes,5,1,119103
Bachelors,2018,Bangalore,3,26,Male,No,4,1,32115
Bachelors,2012,Pune,3,24,Female,No,2,1,80208
Masters,2017,New Delhi,3,27,Male,No,5,1,39773
Bachelors,2012,Bangalore,3,26,Male,No,4,0,48402
Bachelors,2013,Bangalore,3,27,Male,No,5,0,102962
Bachelors,2015,New Delhi,3,25,Female,No,3,0,34693
Bachelors,2018,Bangalore,3,24,Female,No,2,1,42213
Bachelors,2014,Bangalore,3,28,Male,No,4,0,95889
Bachelors,2013,Pune,1,26,Female,No,4,1,86342
Bachelors,2015,Bangalore,3,27,Male,No,5,0,36225
Bachelors,2013,Bangalore,3,24,Male,No,2,0,110060
Bachelors,2016,Bangalore,3,26,Male,No,4,1,52325
Bachelors,2013,Bangalore,3,25,Female,No,3,1,67467
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,66313
Bachelors,2017,Pune,3,26,Male,No,4,0,38292
Bachelors,2018,Pune,2,28,Female,No,5,1,53226
Masters,2017,Pune,2,27,Male,No,5,0,95013
Bachelors,2013,Bangalore,3,25,Female,No,3,0,47835
Bachelors,2017,Bangalore,3,24,Male,No,2,0,89844
Bachelors,2017,New Delhi,2,25,Female,No,3,0,46923
Bachelors,2018,Pune,3,27,Female,No,5,1,55299
Bachelors,2016,Pune,3,27,Male,No,5,0,56586
Bachelors,2013,Bangalore,1,24,Male,No,2,0,112072
Bachelors,2012,Bangalore,1,28,Male,No,3,0,100859
Bachelors,2016,Pune,2,28,Female,No,3,1,86020
Bachelors,2016,Pune,3,24,Male,No,2,0,75663
Bachelors,2017,Bangalore,3,28,Male,No,3,0,88121
Bachelors,2017,Pune,2,28,Male,No,3,0,51220
Bachelors,2017,Bangalore,3,25,Female,No,3,1,72355
Bachelors,2015,Bangalore,3,25,Male,No,3,0,39872
Masters,2013,New Delhi,3,25,Male,No,3,1,82572
Bachelors,2017,Bangalore,3,24,Male,No,2,0,59158
Bachelors,2013,Pune,3,27,Male,No,5,0,90347
Bachelors,2013,Pune,2,24,Female,No,2,1,55013
Bachelors,2017,Bangalore,3,28,Male,No,1,1,73642
Bachelors,2012,Bangalore,3,25,Male,No,3,0,106254
Bachelors,2014,Pune,3,26,Male,No,4,0,51351
Bachelors,2015,Pune,1,24,Female,No,2,1,36628
Masters,2013,New Delhi,3,24,Female,Yes,2,1,40973
Bachelors,2014,Bangalore,3,25,Male,No,3,0,39947
Bachelors,2017,New Delhi,2,26,Male,No,4,0,53264
Bachelors,2014,Bangalore,3,25,Male,No,3,0,61211
Masters,2013,New Delhi,3,25,Male,No,3,1,111416
Bachelors,2014,Bangalore,3,24,Male,No,2,0,91318
Bachelors,2014,Pune,2,28,Female,No,3,1,70498
Masters,2015,New Delhi,3,28,Male,No,2,0,30198
Bachelors,2015,Bangalore,3,28,Male,No,5,0,40561
Bachelors,2017,Bangalore,3,24,Male,No,2,0,46087
Bachelors,2014,Pune,3,27,Male,No,5,0,85526
Bachelors,2015,Pune,2,28,Female,No,5,1,67661
Masters,2017,New Delhi,2,26,Female,No,4,1,54377
Bachelors,2016,New Delhi,3,26,Female,No,4,0,83439
Bachelors,2016,Bangalore,3,26,Female,No,4,0,117066
Bachelors,2013,New Delhi,3,27,Female,No,5,0,76925
Bachelors,2014,Bangalore,3,28,Male,No,3,0,74088
Bachelors,2017,New Delhi,3,25,Male,No,3,0,52058
Bachelors,2015,Bangalore,1,27,Male,No,5,0,104382
Bachelors,2013,Bangalore,3,26,Male,No,4,0,117570
Bachelors,2014,Bangalore,3,24,Female,No,2,0,66612
Bachelors,2014,Pune,2,26,Male,No,4,0,72754
Bachelors,2013,Bangalore,3,24,Male,No,2,1,95921
Bachelors,2012,Bangalore,3,25,Male,No,3,0,51786
Bachelors,2012,Bangalore,3,27,Male,Yes,5,0,117836
Bachelors,2012,Bangalore,3,28,Male,No,1,0,88431
Masters,2017,New Delhi,2,25,Female,No,3,1,43899
Bachelors,2014,Bangalore,3,25,Male,No,3,0,94572
Bachelors,2016,Pune,2,27,Female,No,5,1,116495
Bachelors,2017,Pune,3,28,Male,No,3,0,63662
Masters,2017,New Delhi,3,28,Male,No,2,0,82712
PHD,2018,Pune,3,26,Male,No,4,1,85356
Masters,2017,New Delhi,2,24,Male,No,2,1,117483
Bachelors,2014,Bangalore,3,28,Male,No,0,0,110584
Masters,2015,Pune,3,26,Female,No,4,0,106973
Bachelors,2016,Bangalore,3,27,Male,No,5,1,72516
Bachelors,2016,New Delhi,3,28,Female,No,4,0,75594
Bachelors,2012,Pune,3,26,Male,No,4,0,45506
Masters,2015,Bangalore,2,27,Female,No,5,1,92001
Masters,2017,Pune,1,28,Male,No,0,0,36002
Masters,2015,New Delhi,3,28,Female,No,2,0,49210
Bachelors,2017,Bangalore,3,26,Male,No,4,1,31075
Bachelors,2017,Pune,3,28,Female,No,4,1,43712
Bachelors,2015,Pune,3,25,Male,No,3,0,66548
Masters,2017,New Delhi,2,27,Female,No,5,0,74800
Masters,2015,Pune,2,27,Female,No,5,0,96025
Bachelors,2015,Bangalore,3,25,Male,No,3,1,116104
Bachelors,2013,Bangalore,3,28,Female,No,1,0,62745
Bachelors,2015,Pune,3,25,Female,No,3,1,115200
Bachelors,2012,Bangalore,3,28,Female,No,2,1,37412
Bachelors,2016,Pune,3,27,Female,No,5,1,105010
Bachelors,2016,Bangalore,3,26,Male,No,4,0,108762
PHD,2018,New Delhi,3,26,Male,No,4,1,115717
Bachelors,2017,Bangalore,3,27,Male,No,5,0,84482
Bachelors,2018,Pune,3,28,Male,No,2,1,49302
Bachelors,2013,Bangalore,3,24,Male,No,2,0,68219
Bachelors,2013,New Delhi,3,26,Male,No,4,0,58793
Bachelors,2013,Bangalore,3,28,Male,Yes,1,0,66095
Masters,2017,New Delhi,2,28,Female,No,2,0,60133
